,name,Orbit (AU),Value ($),Group,($),unit_value($),Metal Content,total_value_dol
1163,Plovdiv,2.807,0,MBA,0.0,zero,E_No Metal identified,0.0
1164,Kotka,2.7460000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
1165,Geramtina,2.7960000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1166,King,2.786,0,MBA,0.0,zero,E_No Metal identified,0.0
1167,Gothlandia,2.19,0,MBA,0.0,zero,E_No Metal identified,0.0
1168,West,2.707,0,MBA,0.0,zero,E_No Metal identified,0.0
1169,Alva,2.805,0,MBA,0.0,zero,E_No Metal identified,0.0
1170,Vysheslavia,2.8289999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1171,Bruce Helin,2.362,0,MBA,0.0,zero,E_No Metal identified,0.0
1172,Simferopol,2.804,0,MBA,0.0,zero,E_No Metal identified,0.0
1173,Jaroslawa,2.218,0,MBA,0.0,zero,E_No Metal identified,0.0
1174,Ukyounodaibu,2.81,0,MBA,0.0,zero,E_No Metal identified,0.0
1175,Kahrstedt,2.5469999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1176,Miahelena,2.792,0,MBA,0.0,zero,E_No Metal identified,0.0
1177,Gaspra,2.21,0,MBA,0.0,zero,E_No Metal identified,0.0
1178,Cydonia,2.596,0,MBA,0.0,zero,E_No Metal identified,0.0
1179,Echo,2.392,0,MBA,0.0,zero,E_No Metal identified,0.0
1180,Universitas,2.2159999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1181,Naudts,2.762,0,MBA,0.0,zero,E_No Metal identified,0.0
1182,Tokiwagozen,2.7439999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
1183,Grubba,2.1959999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1184,Nikonov,2.8139999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
1185,Azalea,2.23,0,MBA,0.0,zero,E_No Metal identified,0.0
1186,Gehrels,2.627,0,MBA,0.0,zero,E_No Metal identified,0.0
1187,Dollfus,2.7230000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1188,Marshak,2.387,0,MBA,0.0,zero,E_No Metal identified,0.0
1189,Dulcinea,2.4090000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1190,Hildegard,2.7310000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1191,Zu Chong-Zhi,2.548,0,MBA,0.0,zero,E_No Metal identified,0.0
1192,Kyoto,2.76,0,MBA,0.0,zero,E_No Metal identified,0.0
1193,Huygens,2.802,0,MBA,0.0,zero,E_No Metal identified,0.0
1194,Vojislava,2.529,0,MBA,0.0,zero,E_No Metal identified,0.0
1195,Algunde,2.239,0,MBA,0.0,zero,E_No Metal identified,0.0
1196,Flagstaff,2.546,0,MBA,0.0,zero,E_No Metal identified,0.0
1197,Christy Carol,2.542,0,MBA,0.0,zero,E_No Metal identified,0.0
1198,Tito,2.544,0,MBA,0.0,zero,E_No Metal identified,0.0
1199,Lee,2.344,0,MBA,0.0,zero,E_No Metal identified,0.0
1200,Wood,2.395,0,MBA,0.0,zero,E_No Metal identified,0.0
1201,Vulkaneifel,2.617,0,MBA,0.0,zero,E_No Metal identified,0.0
1202,Klytaemnestra,2.9760000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
1203,Kraft,2.735,0,MBA,0.0,zero,E_No Metal identified,0.0
1204,Lecar,2.759,0,MBA,0.0,zero,E_No Metal identified,0.0
1205,Robinson,2.772,0,MBA,0.0,zero,E_No Metal identified,0.0
1206,Malzovia,2.244,0,MBA,0.0,zero,E_No Metal identified,0.0
1207,Nuki,2.801,0,MBA,0.0,zero,E_No Metal identified,0.0
1208,Lucretia,2.187,0,MBA,0.0,zero,E_No Metal identified,0.0
1209,Giacconi,2.738,0,MBA,0.0,zero,E_No Metal identified,0.0
1210,Tolkien,2.213,0,MBA,0.0,zero,E_No Metal identified,0.0
1211,Herget,2.7889999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1212,Ahrensa,2.372,0,MBA,0.0,zero,E_No Metal identified,0.0
1213,Jitka,2.792,0,MBA,0.0,zero,E_No Metal identified,0.0
1214,Amenemhet,2.715,0,MBA,0.0,zero,E_No Metal identified,0.0
1215,Atami,1.9469999999999998,0,MCA,0.0,zero,E_No Metal identified,0.0
1216,Eric,2.001,0,AMO,0.0,zero,E_No Metal identified,0.0
1217,Zhejiang,2.7969999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1218,Ebilson,2.79,0,MBA,0.0,zero,E_No Metal identified,0.0
1219,Hakoila,2.719,0,MBA,0.0,zero,E_No Metal identified,0.0
1220,DiMaggio,2.6039999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
1221,Gaviola,2.76,0,MBA,0.0,zero,E_No Metal identified,0.0
1222,Danjon,2.269,0,MBA,0.0,zero,E_No Metal identified,0.0
1223,Casarini,2.7489999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1224,Mount Locke,2.801,0,MBA,0.0,zero,E_No Metal identified,0.0
1225,Mikko,2.231,0,MBA,0.0,zero,E_No Metal identified,0.0
1226,Keithnoll,2.271,0,MCA,0.0,zero,E_No Metal identified,0.0
1227,Janesick,2.198,0,MCA,0.0,zero,E_No Metal identified,0.0
1228,Wurm,2.2359999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
1229,Chekhov,2.782,0,MBA,0.0,zero,E_No Metal identified,0.0
1230,Plaskett,2.805,0,MBA,0.0,zero,E_No Metal identified,0.0
1231,1991 VZ1,2.764,0,MBA,0.0,zero,E_No Metal identified,0.0
1232,Suzhousanzhong,2.762,0,MBA,0.0,zero,E_No Metal identified,0.0
1233,Arcadia,2.7889999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1234,Rosina,2.3,0,MCA,0.0,zero,E_No Metal identified,0.0
1235,1998 WS,2.655,0,MCA,0.0,zero,E_No Metal identified,0.0
1236,Parker,2.35,0,MCA,0.0,zero,E_No Metal identified,0.0
1237,Byron,2.248,0,MBA,0.0,zero,E_No Metal identified,0.0
1238,Sitarski,2.753,0,MBA,0.0,zero,E_No Metal identified,0.0
1239,Principia,2.444,0,MBA,0.0,zero,E_No Metal identified,0.0
1240,Gaffey,2.872,0,MBA,0.0,zero,E_No Metal identified,0.0
1241,Roth,2.725,0,MBA,0.0,zero,E_No Metal identified,0.0
1242,Steyaert,2.79,0,MBA,0.0,zero,E_No Metal identified,0.0
1243,Belgica,2.2359999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
1244,Kliment Ohridski,2.931,0,MBA,0.0,zero,E_No Metal identified,0.0
1245,Laodamia,2.392,0,MCA,0.0,zero,E_No Metal identified,0.0
1246,Livesey,2.699,0,MBA,0.0,zero,E_No Metal identified,0.0
1247,1990 TL4,2.804,0,MBA,0.0,zero,E_No Metal identified,0.0
1248,Peking,2.379,0,MBA,0.0,zero,E_No Metal identified,0.0
1249,Nancita,2.367,0,MBA,0.0,zero,E_No Metal identified,0.0
1250,Dzhanibekov,2.927,0,MBA,0.0,zero,E_No Metal identified,0.0
1251,Gondolatsch,2.226,0,MBA,0.0,zero,E_No Metal identified,0.0
1252,Sakitama,2.707,0,MBA,0.0,zero,E_No Metal identified,0.0
1253,Minamioda,2.7960000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1254,Sawyer Hogg,2.795,0,MBA,0.0,zero,E_No Metal identified,0.0
1255,Anitra,2.219,0,MBA,0.0,zero,E_No Metal identified,0.0
1256,Lagerkvist,2.7960000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1257,1982 VF,2.74,0,MBA,0.0,zero,E_No Metal identified,0.0
1258,Robertfrazer,2.408,0,MCA,0.0,zero,E_No Metal identified,0.0
1259,Perkin,2.928,0,MBA,0.0,zero,E_No Metal identified,0.0
1260,Espinette,2.2840000000000003,0,MCA,0.0,zero,E_No Metal identified,0.0
1261,Kampala,2.5340000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1262,Bowen,2.7769999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1263,Yeomans,2.766,0,MBA,0.0,zero,E_No Metal identified,0.0
1264,Vellamo,2.309,0,MBA,0.0,zero,E_No Metal identified,0.0
1265,Agathe,2.202,0,MBA,0.0,zero,E_No Metal identified,0.0
1266,Tokai,2.225,0,MBA,0.0,zero,E_No Metal identified,0.0
1267,Otila,2.197,0,MBA,0.0,zero,E_No Metal identified,0.0
1268,Primula,2.56,0,MBA,0.0,zero,E_No Metal identified,0.0
1269,Slovakia,2.226,0,MBA,0.0,zero,E_No Metal identified,0.0
1270,Ivar,1.8630000000000002,0,AMO,0.0,zero,E_No Metal identified,0.0
1271,Schaumasse,2.237,0,MBA,0.0,zero,E_No Metal identified,0.0
1272,Erbisbuhl,2.359,0,MCA,0.0,zero,E_No Metal identified,0.0
1273,Chivilikhin,2.783,0,MBA,0.0,zero,E_No Metal identified,0.0
1274,Beryl,2.23,0,MBA,0.0,zero,E_No Metal identified,0.0
1275,Ndola,2.246,0,MBA,0.0,zero,E_No Metal identified,0.0
1276,Porzia,2.229,0,MCA,0.0,zero,E_No Metal identified,0.0
1277,Bastian,2.454,0,MBA,0.0,zero,E_No Metal identified,0.0
1278,Purkyne,2.802,0,MBA,0.0,zero,E_No Metal identified,0.0
1279,Sax,2.753,0,MBA,0.0,zero,E_No Metal identified,0.0
1280,Kundry,2.231,0,MBA,0.0,zero,E_No Metal identified,0.0
1281,Erin,2.543,0,MBA,0.0,zero,E_No Metal identified,0.0
1282,Barnardiana,2.198,0,MBA,0.0,zero,E_No Metal identified,0.0
1283,Harbin,2.479,0,MBA,0.0,zero,E_No Metal identified,0.0
1284,Raybrown,2.748,0,MBA,0.0,zero,E_No Metal identified,0.0
1285,Sita,2.174,0,MBA,0.0,zero,E_No Metal identified,0.0
1286,Ragazza,2.8,0,MBA,0.0,zero,E_No Metal identified,0.0
1287,Bistro,2.435,0,MBA,0.0,zero,E_No Metal identified,0.0
1288,Chapman,2.266,0,MBA,0.0,zero,E_No Metal identified,0.0
1289,Immo,2.7960000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1290,Aehlita,2.7689999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1291,Kajov,2.4019999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1292,Quincy,2.93,0,MBA,0.0,zero,E_No Metal identified,0.0
1293,Hallstrom,2.397,0,MBA,0.0,zero,E_No Metal identified,0.0
1294,1990 TZ,2.427,0,MBA,0.0,zero,E_No Metal identified,0.0
1295,Sinuhe,2.7689999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1296,Pecker,2.238,0,MBA,0.0,zero,E_No Metal identified,0.0
1297,Gokumenon,2.765,0,MBA,0.0,zero,E_No Metal identified,0.0
1298,Patrick Gene,2.8080000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1299,1941 UN,2.758,0,MBA,0.0,zero,E_No Metal identified,0.0
1300,Bradfield,2.758,0,MBA,0.0,zero,E_No Metal identified,0.0
1301,Sisyphus,1.8940000000000001,0,APO,0.0,zero,E_No Metal identified,0.0
1302,Berounka,2.7939999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
1303,Huggins,2.2319999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
1304,Felix,2.339,0,MBA,0.0,zero,E_No Metal identified,0.0
1305,Nikko,2.237,0,MBA,0.0,zero,E_No Metal identified,0.0
1306,Kochi,2.795,0,MBA,0.0,zero,E_No Metal identified,0.0
1307,Messner,2.7910000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
1308,Mayall,1.8869999999999998,0,IMB,0.0,zero,E_No Metal identified,0.0
1309,Amici,2.69,0,MBA,0.0,zero,E_No Metal identified,0.0
1310,Kasan,2.4130000000000003,0,MCA,0.0,zero,E_No Metal identified,0.0
1311,Kaula,2.735,0,MBA,0.0,zero,E_No Metal identified,0.0
1312,Wallonia,2.18,0,MCA,0.0,zero,E_No Metal identified,0.0
1313,Kochera,2.206,0,MBA,0.0,zero,E_No Metal identified,0.0
1314,Lorenz,2.553,0,MBA,0.0,zero,E_No Metal identified,0.0
1315,Waland,2.7460000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
1316,Kathy,2.3819999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1317,Kollontai,2.213,0,MBA,0.0,zero,E_No Metal identified,0.0
1318,Dence,2.394,0,MBA,0.0,zero,E_No Metal identified,0.0
1319,Nicholson,2.239,0,MBA,0.0,zero,E_No Metal identified,0.0
1320,Royer,2.605,0,MBA,0.0,zero,E_No Metal identified,0.0
1321,Haas,2.8080000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1322,Fridolin,2.792,0,MBA,0.0,zero,E_No Metal identified,0.0
1323,Kobzar,2.739,0,MBA,0.0,zero,E_No Metal identified,0.0
1324,Parchomenko,2.244,0,MBA,0.0,zero,E_No Metal identified,0.0
1325,Mongmanwai,2.553,0,MBA,0.0,zero,E_No Metal identified,0.0
1326,Ahnert,2.229,0,MBA,0.0,zero,E_No Metal identified,0.0
1327,Lemaitre,2.3930000000000002,0,MCA,0.0,zero,E_No Metal identified,0.0
1328,WIYN,2.244,0,MBA,0.0,zero,E_No Metal identified,0.0
1329,Sutoku,2.6910000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1330,Atanasoff,2.694,0,MBA,0.0,zero,E_No Metal identified,0.0
1331,Mozartia,2.293,0,MBA,0.0,zero,E_No Metal identified,0.0
1332,Armandhammer,2.349,0,MBA,0.0,zero,E_No Metal identified,0.0
1333,Oosterhoff,2.1830000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1334,Clapton,2.9130000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1335,van Albada,2.241,0,MBA,0.0,zero,E_No Metal identified,0.0
1336,Somnium,2.206,0,MBA,0.0,zero,E_No Metal identified,0.0
1337,Andres Bello,2.2030000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1338,Patterson,2.298,0,MBA,0.0,zero,E_No Metal identified,0.0
1339,1984 CF,2.784,0,MBA,0.0,zero,E_No Metal identified,0.0
1340,Kirghizia,2.449,0,MBA,0.0,zero,E_No Metal identified,0.0
1341,Balster,2.802,0,MBA,0.0,zero,E_No Metal identified,0.0
1342,Sonja,2.228,0,MCA,0.0,zero,E_No Metal identified,0.0
1343,Nancy,2.218,0,MBA,0.0,zero,E_No Metal identified,0.0
1344,Kollaa,2.362,0,MBA,0.0,zero,E_No Metal identified,0.0
1345,Geowilliams,2.415,0,MBA,0.0,zero,E_No Metal identified,0.0
1346,Josefa,2.546,0,MBA,0.0,zero,E_No Metal identified,0.0
1347,Pogson,2.188,0,MBA,0.0,zero,E_No Metal identified,0.0
1348,Kallavesi,2.398,0,MBA,0.0,zero,E_No Metal identified,0.0
1349,Bronnina,2.221,0,MBA,0.0,zero,E_No Metal identified,0.0
1350,Entsuji,2.3680000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1351,Kushiro,2.8110000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
1352,Hatanaka,2.7910000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
1353,Vrchlicky,2.722,0,MBA,0.0,zero,E_No Metal identified,0.0
1354,Yurilvovia,2.742,0,MBA,0.0,zero,E_No Metal identified,0.0
1355,Kierkegaard,2.81,0,MBA,0.0,zero,E_No Metal identified,0.0
1356,Matsuyama,2.555,0,MBA,0.0,zero,E_No Metal identified,0.0
1357,Verbitskaya,2.807,0,MBA,0.0,zero,E_No Metal identified,0.0
1358,Patry,2.234,0,MBA,0.0,zero,E_No Metal identified,0.0
1359,Jeans,2.404,0,MBA,0.0,zero,E_No Metal identified,0.0
1360,Hyakkai,2.7560000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
1361,Cossard,2.369,0,MBA,0.0,zero,E_No Metal identified,0.0
1362,Mach,2.208,0,MBA,0.0,zero,E_No Metal identified,0.0
1363,Yinhai,2.234,0,MBA,0.0,zero,E_No Metal identified,0.0
1364,Nemo,2.2880000000000003,0,MCA,0.0,zero,E_No Metal identified,0.0
1365,Kenreimonin,2.801,0,MBA,0.0,zero,E_No Metal identified,0.0
1366,Dimitrov,2.44,0,MBA,0.0,zero,E_No Metal identified,0.0
1367,Ikenozenni,2.571,0,MBA,0.0,zero,E_No Metal identified,0.0
1368,Satpaev,2.222,0,MBA,0.0,zero,E_No Metal identified,0.0
1369,Elmer,2.79,0,MBA,0.0,zero,E_No Metal identified,0.0
1370,Boduognat,2.449,0,MBA,0.0,zero,E_No Metal identified,0.0
1371,Taihaku,2.7119999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1372,Sahlia,2.207,0,MBA,0.0,zero,E_No Metal identified,0.0
1373,Galina,2.395,0,MBA,0.0,zero,E_No Metal identified,0.0
1374,Studnicka,2.7760000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
1375,House,2.747,0,MBA,0.0,zero,E_No Metal identified,0.0
1376,Miyazawakenji,2.215,0,MBA,0.0,zero,E_No Metal identified,0.0
1377,Oleshko,2.244,0,MBA,0.0,zero,E_No Metal identified,0.0
1378,Isora,2.252,0,MCA,0.0,zero,E_No Metal identified,0.0
1379,1997 CZ5,2.295,0,MCA,0.0,zero,E_No Metal identified,0.0
1380,Holt,2.318,0,MCA,0.0,zero,E_No Metal identified,0.0
1381,Jack London,2.1959999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1382,McCord,2.292,0,MBA,0.0,zero,E_No Metal identified,0.0
1383,1986 QS,2.783,0,MBA,0.0,zero,E_No Metal identified,0.0
1384,Gostin,2.225,0,MBA,0.0,zero,E_No Metal identified,0.0
1385,Delcano,2.2769999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1386,Pels,2.19,0,MBA,0.0,zero,E_No Metal identified,0.0
1387,Tanaka,2.438,0,MBA,0.0,zero,E_No Metal identified,0.0
1388,Galya,2.524,0,MBA,0.0,zero,E_No Metal identified,0.0
1389,Ikeya,2.7710000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
1390,Vanphilos,2.367,0,MCA,0.0,zero,E_No Metal identified,0.0
1391,Kwasan,2.3819999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1392,Donna,2.387,0,MBA,0.0,zero,E_No Metal identified,0.0
1393,Beckman,2.406,0,MCA,0.0,zero,E_No Metal identified,0.0
1394,Gefion,2.784,0,MBA,0.0,zero,E_No Metal identified,0.0
1395,Doga,2.762,0,MBA,0.0,zero,E_No Metal identified,0.0
1396,Kaverznev,2.195,0,MBA,0.0,zero,E_No Metal identified,0.0
1397,Stravinsky,2.541,0,MBA,0.0,zero,E_No Metal identified,0.0
1398,Binomi,2.351,0,MBA,0.0,zero,E_No Metal identified,0.0
1399,Charlieparker,2.7539999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
1400,Burt,2.805,0,MBA,0.0,zero,E_No Metal identified,0.0
1401,Mawson,2.375,0,MBA,0.0,zero,E_No Metal identified,0.0
1402,Griffin,2.342,0,MCA,0.0,zero,E_No Metal identified,0.0
1403,Peltier,2.235,0,MBA,0.0,zero,E_No Metal identified,0.0
1404,Rodari,2.193,0,MBA,0.0,zero,E_No Metal identified,0.0
1405,Hubei,2.386,0,MBA,0.0,zero,E_No Metal identified,0.0
1406,Aubignan,2.255,0,MCA,0.0,zero,E_No Metal identified,0.0
1407,Beals,2.218,0,MBA,0.0,zero,E_No Metal identified,0.0
1408,Suzamur,2.524,0,MBA,0.0,zero,E_No Metal identified,0.0
1409,Namba,2.459,0,MBA,0.0,zero,E_No Metal identified,0.0
1410,Gekko,2.7960000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1411,Huntress,2.3409999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1412,Hamina,2.346,0,MBA,0.0,zero,E_No Metal identified,0.0
1413,Paradise,2.396,0,MBA,0.0,zero,E_No Metal identified,0.0
1414,Souseki,2.416,0,MBA,0.0,zero,E_No Metal identified,0.0
1415,Watts,2.199,0,MBA,0.0,zero,E_No Metal identified,0.0
1416,Ruzena,2.237,0,MBA,0.0,zero,E_No Metal identified,0.0
1417,Kitezh,2.336,0,MBA,0.0,zero,E_No Metal identified,0.0
1418,Sagan,2.195,0,MBA,0.0,zero,E_No Metal identified,0.0
1419,Jim Young,2.244,0,MBA,0.0,zero,E_No Metal identified,0.0
1420,Kamo,2.417,0,MBA,0.0,zero,E_No Metal identified,0.0
1421,Lewis,2.355,0,MBA,0.0,zero,E_No Metal identified,0.0
1422,Lapalma,2.29,0,MBA,0.0,zero,E_No Metal identified,0.0
1423,Giblin,2.795,0,MBA,0.0,zero,E_No Metal identified,0.0
1424,Heilongjiang,2.1919999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1425,Agekian,2.543,0,MBA,0.0,zero,E_No Metal identified,0.0
1426,Knysna,2.185,0,MBA,0.0,zero,E_No Metal identified,0.0
1427,Javiergorosabel,2.293,0,MBA,0.0,zero,E_No Metal identified,0.0
1428,Jacliff,2.355,0,MBA,0.0,zero,E_No Metal identified,0.0
1429,Kunimoto,2.748,0,MBA,0.0,zero,E_No Metal identified,0.0
1430,Binzel,2.251,0,MBA,0.0,zero,E_No Metal identified,0.0
1431,1990 SV15,2.736,0,MBA,0.0,zero,E_No Metal identified,0.0
1432,Linsley,2.556,0,MBA,0.0,zero,E_No Metal identified,0.0
1433,Bulgaria,2.24,0,MBA,0.0,zero,E_No Metal identified,0.0
1434,Siebold,2.222,0,MBA,0.0,zero,E_No Metal identified,0.0
1435,Mozhaiskij,2.45,0,MBA,0.0,zero,E_No Metal identified,0.0
1436,Xerxes,2.801,0,MBA,0.0,zero,E_No Metal identified,0.0
1437,Burbine,2.787,0,MBA,0.0,zero,E_No Metal identified,0.0
1438,Aunus,2.202,0,MBA,0.0,zero,E_No Metal identified,0.0
1439,Morrison,2.215,0,MBA,0.0,zero,E_No Metal identified,0.0
1440,Wright,1.709,0,MCA,0.0,zero,E_No Metal identified,0.0
1441,Jarre,2.238,0,MBA,0.0,zero,E_No Metal identified,0.0
1442,Stepanov,2.204,0,MBA,0.0,zero,E_No Metal identified,0.0
1443,Banno,2.3169999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1444,Dientzenhofer,2.29,0,MBA,0.0,zero,E_No Metal identified,0.0
1445,Zaragoza,2.403,0,MBA,0.0,zero,E_No Metal identified,0.0
1446,Abehiroshi,2.396,0,MBA,0.0,zero,E_No Metal identified,0.0
1447,Dicicco,2.274,0,MBA,0.0,zero,E_No Metal identified,0.0
1448,Vesnina,2.7739999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
1449,Oozora,2.188,0,MBA,0.0,zero,E_No Metal identified,0.0
1450,Overbeek,2.311,0,MCA,0.0,zero,E_No Metal identified,0.0
1451,Shizukagozen,2.725,0,MBA,0.0,zero,E_No Metal identified,0.0
1452,Vertinskij,2.214,0,MBA,0.0,zero,E_No Metal identified,0.0
1453,Marielukac,2.535,0,MBA,0.0,zero,E_No Metal identified,0.0
1454,Repin,2.326,0,MBA,0.0,zero,E_No Metal identified,0.0
1455,Kagiroino-Oka,2.7689999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1456,Savo,2.19,0,MBA,0.0,zero,E_No Metal identified,0.0
1457,Tokeidai,2.251,0,MBA,0.0,zero,E_No Metal identified,0.0
1458,Pugovkin,2.7769999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1459,Obi,2.202,0,MBA,0.0,zero,E_No Metal identified,0.0
1460,Okutama,2.539,0,MBA,0.0,zero,E_No Metal identified,0.0
1461,Dieckvoss,2.126,0,MBA,0.0,zero,E_No Metal identified,0.0
1462,Michela,2.358,0,MBA,0.0,zero,E_No Metal identified,0.0
1463,Fagnes,2.225,0,MCA,0.0,zero,E_No Metal identified,0.0
1464,Newburn,2.18,0,MBA,0.0,zero,E_No Metal identified,0.0
1465,Ida,2.861,0,MBA,0.0,zero,E_No Metal identified,0.0
1466,Bragaria,2.224,0,MBA,0.0,zero,E_No Metal identified,0.0
1467,Kozai,1.841,0,MCA,0.0,zero,E_No Metal identified,0.0
1468,Dorrit,1.9180000000000001,0,MCA,0.0,zero,E_No Metal identified,0.0
1469,Bustelli,2.698,0,MBA,0.0,zero,E_No Metal identified,0.0
1470,Araki,2.3609999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
1471,Simonenko,2.377,0,MBA,0.0,zero,E_No Metal identified,0.0
1472,Netto,2.364,0,MBA,0.0,zero,E_No Metal identified,0.0
1473,Celle,2.416,0,MBA,0.0,zero,E_No Metal identified,0.0
1474,Fletcher,2.411,0,MBA,0.0,zero,E_No Metal identified,0.0
1475,Trisov,2.208,0,MBA,0.0,zero,E_No Metal identified,0.0
1476,Lepage,2.296,0,MBA,0.0,zero,E_No Metal identified,0.0
1477,Buchwald,2.1919999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1478,Tamines,2.228,0,MBA,0.0,zero,E_No Metal identified,0.0
1479,Incidentia,2.474,0,MBA,0.0,zero,E_No Metal identified,0.0
1480,Pettengill,2.167,0,MBA,0.0,zero,E_No Metal identified,0.0
1481,Tsubame,2.7569999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1482,Noel,2.191,0,MBA,0.0,zero,E_No Metal identified,0.0
1483,Cuyo,2.149,0,AMO,0.0,zero,E_No Metal identified,0.0
1484,2000 UV13,2.425,0,APO,0.0,zero,E_No Metal identified,0.0
1485,Tadamori,2.2230000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
1486,Asahina,2.401,0,MCA,0.0,zero,E_No Metal identified,0.0
1487,Meiden,2.248,0,MBA,0.0,zero,E_No Metal identified,0.0
1488,Dennisreuter,2.2680000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
1489,Goya,2.7569999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
1490,1992 AX,1.838,0,MCA,0.0,zero,E_No Metal identified,0.0
1491,Stekarstrom,2.175,0,MBA,0.0,zero,E_No Metal identified,0.0
1492,Jansky,2.372,0,MBA,0.0,zero,E_No Metal identified,0.0
